,0
80,"POLYGON ((-93.30694531742883 45.01293854030595, -93.30377199026019 45.01293854030595, -93.30377199026019 45.01518684121526, -93.30694531742883 45.01518684121526, -93.30694531742883 45.01293854030595))"
81,"POLYGON ((-93.30694531742883 45.01518684121526, -93.30377199026019 45.01518684121526, -93.30377199026019 45.01743514212458, -93.30694531742883 45.01743514212458, -93.30694531742883 45.01518684121526))"
82,"POLYGON ((-93.30694531742883 45.01743514212458, -93.30377199026019 45.01743514212458, -93.30377199026019 45.01968344303389, -93.30694531742883 45.01968344303389, -93.30694531742883 45.01743514212458))"
83,"POLYGON ((-93.30694531742883 45.02193174394321, -93.30377199026019 45.02193174394321, -93.30377199026019 45.02418004485252, -93.30694531742883 45.02418004485252, -93.30694531742883 45.02193174394321))"
84,"POLYGON ((-93.30694531742883 45.03317324848978, -93.30377199026019 45.03317324848978, -93.30377199026019 45.0354215493991, -93.30694531742883 45.0354215493991, -93.30694531742883 45.03317324848978))"
85,"POLYGON ((-93.30377199026019 44.93649630938923, -93.30059866309155 44.93649630938923, -93.30059866309155 44.93874461029855, -93.30377199026019 44.93874461029855, -93.30377199026019 44.93649630938923))"
86,"POLYGON ((-93.30377199026019 44.94099291120786, -93.30059866309155 44.94099291120786, -93.30059866309155 44.94324121211718, -93.30377199026019 44.94324121211718, -93.30377199026019 44.94099291120786))"
87,"POLYGON ((-93.30377199026019 44.94548951302649, -93.30059866309155 44.94548951302649, -93.30059866309155 44.94773781393581, -93.30377199026019 44.94773781393581, -93.30377199026019 44.94548951302649))"
88,"POLYGON ((-93.30377199026019 44.94773781393581, -93.30059866309155 44.94773781393581, -93.30059866309155 44.94998611484512, -93.30377199026019 44.94998611484512, -93.30377199026019 44.94773781393581))"
89,"POLYGON ((-93.30377199026019 44.94998611484512, -93.30059866309155 44.94998611484512, -93.30059866309155 44.95223441575444, -93.30377199026019 44.95223441575444, -93.30377199026019 44.94998611484512))"
90,"POLYGON ((-93.30377199026019 44.96347592030101, -93.30059866309155 44.96347592030101, -93.30059866309155 44.96572422121033, -93.30377199026019 44.96572422121033, -93.30377199026019 44.96347592030101))"
91,"POLYGON ((-93.30377199026019 44.96797252211964, -93.30059866309155 44.96797252211964, -93.30059866309155 44.97022082302896, -93.30377199026019 44.97022082302896, -93.30377199026019 44.96797252211964))"
92,"POLYGON ((-93.30377199026019 44.97921402666622, -93.30059866309155 44.97921402666622, -93.30059866309155 44.98146232757554, -93.30377199026019 44.98146232757554, -93.30377199026019 44.97921402666622))"
93,"POLYGON ((-93.30377199026019 44.98146232757554, -93.30059866309155 44.98146232757554, -93.30059866309155 44.98371062848485, -93.30377199026019 44.98371062848485, -93.30377199026019 44.98146232757554))"
94,"POLYGON ((-93.30377199026019 44.98371062848485, -93.30059866309155 44.98371062848485, -93.30059866309155 44.98595892939417, -93.30377199026019 44.98595892939417, -93.30377199026019 44.98371062848485))"
95,"POLYGON ((-93.30377199026019 44.98595892939417, -93.30059866309155 44.98595892939417, -93.30059866309155 44.98820723030348, -93.30377199026019 44.98820723030348, -93.30377199026019 44.98595892939417))"
96,"POLYGON ((-93.30377199026019 44.98820723030348, -93.30059866309155 44.98820723030348, -93.30059866309155 44.9904555312128, -93.30377199026019 44.9904555312128, -93.30377199026019 44.98820723030348))"
97,"POLYGON ((-93.30377199026019 44.9904555312128, -93.30059866309155 44.9904555312128, -93.30059866309155 44.99270383212211, -93.30377199026019 44.99270383212211, -93.30377199026019 44.9904555312128))"
98,"POLYGON ((-93.30377199026019 44.99270383212211, -93.30059866309155 44.99270383212211, -93.30059866309155 44.99495213303143, -93.30377199026019 44.99495213303143, -93.30377199026019 44.99270383212211))"
99,"POLYGON ((-93.30377199026019 44.99495213303143, -93.30059866309155 44.99495213303143, -93.30059866309155 44.99720043394074, -93.30377199026019 44.99720043394074, -93.30377199026019 44.99495213303143))"
100,"POLYGON ((-93.30377199026019 44.99720043394074, -93.30059866309155 44.99720043394074, -93.30059866309155 44.99944873485006, -93.30377199026019 44.99944873485006, -93.30377199026019 44.99720043394074))"
101,"POLYGON ((-93.30377199026019 44.99944873485006, -93.30059866309155 44.99944873485006, -93.30059866309155 45.00169703575937, -93.30377199026019 45.00169703575937, -93.30377199026019 44.99944873485006))"
102,"POLYGON ((-93.30377199026019 45.00169703575937, -93.30059866309155 45.00169703575937, -93.30059866309155 45.00394533666869, -93.30377199026019 45.00394533666869, -93.30377199026019 45.00169703575937))"
103,"POLYGON ((-93.30377199026019 45.00394533666869, -93.30059866309155 45.00394533666869, -93.30059866309155 45.006193637578, -93.30377199026019 45.006193637578, -93.30377199026019 45.00394533666869))"
104,"POLYGON ((-93.30377199026019 45.006193637578, -93.30059866309155 45.006193637578, -93.30059866309155 45.00844193848732, -93.30377199026019 45.00844193848732, -93.30377199026019 45.006193637578))"
105,"POLYGON ((-93.30377199026019 45.00844193848732, -93.30059866309155 45.00844193848732, -93.30059866309155 45.01069023939663, -93.30377199026019 45.01069023939663, -93.30377199026019 45.00844193848732))"
106,"POLYGON ((-93.30377199026019 45.01069023939663, -93.30059866309155 45.01069023939663, -93.30059866309155 45.01293854030595, -93.30377199026019 45.01293854030595, -93.30377199026019 45.01069023939663))"
107,"POLYGON ((-93.30377199026019 45.01293854030595, -93.30059866309155 45.01293854030595, -93.30059866309155 45.01518684121526, -93.30377199026019 45.01518684121526, -93.30377199026019 45.01293854030595))"
108,"POLYGON ((-93.30377199026019 45.01518684121526, -93.30059866309155 45.01518684121526, -93.30059866309155 45.01743514212458, -93.30377199026019 45.01743514212458, -93.30377199026019 45.01518684121526))"
109,"POLYGON ((-93.30377199026019 45.01743514212458, -93.30059866309155 45.01743514212458, -93.30059866309155 45.01968344303389, -93.30377199026019 45.01968344303389, -93.30377199026019 45.01743514212458))"
110,"POLYGON ((-93.30377199026019 45.01968344303389, -93.30059866309155 45.01968344303389, -93.30059866309155 45.02193174394321, -93.30377199026019 45.02193174394321, -93.30377199026019 45.01968344303389))"
111,"POLYGON ((-93.30377199026019 45.03317324848978, -93.30059866309155 45.03317324848978, -93.30059866309155 45.0354215493991, -93.30377199026019 45.0354215493991, -93.30377199026019 45.03317324848978))"
112,"POLYGON ((-93.30059866309155 44.93649630938923, -93.29742533592291 44.93649630938923, -93.29742533592291 44.93874461029855, -93.30059866309155 44.93874461029855, -93.30059866309155 44.93649630938923))"
113,"POLYGON ((-93.30059866309155 44.93874461029855, -93.29742533592291 44.93874461029855, -93.29742533592291 44.94099291120786, -93.30059866309155 44.94099291120786, -93.30059866309155 44.93874461029855))"
114,"POLYGON ((-93.30059866309155 44.94099291120786, -93.29742533592291 44.94099291120786, -93.29742533592291 44.94324121211718, -93.30059866309155 44.94324121211718, -93.30059866309155 44.94099291120786))"
115,"POLYGON ((-93.30059866309155 44.94324121211718, -93.29742533592291 44.94324121211718, -93.29742533592291 44.94548951302649, -93.30059866309155 44.94548951302649, -93.30059866309155 44.94324121211718))"
116,"POLYGON ((-93.30059866309155 44.94548951302649, -93.29742533592291 44.94548951302649, -93.29742533592291 44.94773781393581, -93.30059866309155 44.94773781393581, -93.30059866309155 44.94548951302649))"
117,"POLYGON ((-93.30059866309155 44.94773781393581, -93.29742533592291 44.94773781393581, -93.29742533592291 44.94998611484512, -93.30059866309155 44.94998611484512, -93.30059866309155 44.94773781393581))"
118,"POLYGON ((-93.30059866309155 44.94998611484512, -93.29742533592291 44.94998611484512, -93.29742533592291 44.95223441575444, -93.30059866309155 44.95223441575444, -93.30059866309155 44.94998611484512))"
119,"POLYGON ((-93.30059866309155 44.95223441575444, -93.29742533592291 44.95223441575444, -93.29742533592291 44.95448271666375, -93.30059866309155 44.95448271666375, -93.30059866309155 44.95223441575444))"
120,"POLYGON ((-93.30059866309155 44.95448271666375, -93.29742533592291 44.95448271666375, -93.29742533592291 44.95673101757307, -93.30059866309155 44.95673101757307, -93.30059866309155 44.95448271666375))"
121,"POLYGON ((-93.30059866309155 44.95673101757307, -93.29742533592291 44.95673101757307, -93.29742533592291 44.95897931848238, -93.30059866309155 44.95897931848238, -93.30059866309155 44.95673101757307))"
122,"POLYGON ((-93.30059866309155 44.96347592030101, -93.29742533592291 44.96347592030101, -93.29742533592291 44.96572422121033, -93.30059866309155 44.96572422121033, -93.30059866309155 44.96347592030101))"
123,"POLYGON ((-93.30059866309155 44.96572422121033, -93.29742533592291 44.96572422121033, -93.29742533592291 44.96797252211964, -93.30059866309155 44.96797252211964, -93.30059866309155 44.96572422121033))"
124,"POLYGON ((-93.30059866309155 44.97696572575691, -93.29742533592291 44.97696572575691, -93.29742533592291 44.97921402666622, -93.30059866309155 44.97921402666622, -93.30059866309155 44.97696572575691))"
125,"POLYGON ((-93.30059866309155 44.97921402666622, -93.29742533592291 44.97921402666622, -93.29742533592291 44.98146232757554, -93.30059866309155 44.98146232757554, -93.30059866309155 44.97921402666622))"
126,"POLYGON ((-93.30059866309155 44.98146232757554, -93.29742533592291 44.98146232757554, -93.29742533592291 44.98371062848485, -93.30059866309155 44.98371062848485, -93.30059866309155 44.98146232757554))"
127,"POLYGON ((-93.30059866309155 44.98371062848485, -93.29742533592291 44.98371062848485, -93.29742533592291 44.98595892939417, -93.30059866309155 44.98595892939417, -93.30059866309155 44.98371062848485))"
128,"POLYGON ((-93.30059866309155 44.98595892939417, -93.29742533592291 44.98595892939417, -93.29742533592291 44.98820723030348, -93.30059866309155 44.98820723030348, -93.30059866309155 44.98595892939417))"
129,"POLYGON ((-93.30059866309155 44.98820723030348, -93.29742533592291 44.98820723030348, -93.29742533592291 44.9904555312128, -93.30059866309155 44.9904555312128, -93.30059866309155 44.98820723030348))"
130,"POLYGON ((-93.30059866309155 44.9904555312128, -93.29742533592291 44.9904555312128, -93.29742533592291 44.99270383212211, -93.30059866309155 44.99270383212211, -93.30059866309155 44.9904555312128))"
131,"POLYGON ((-93.30059866309155 44.99270383212211, -93.29742533592291 44.99270383212211, -93.29742533592291 44.99495213303143, -93.30059866309155 44.99495213303143, -93.30059866309155 44.99270383212211))"
132,"POLYGON ((-93.30059866309155 44.99495213303143, -93.29742533592291 44.99495213303143, -93.29742533592291 44.99720043394074, -93.30059866309155 44.99720043394074, -93.30059866309155 44.99495213303143))"
133,"POLYGON ((-93.30059866309155 44.99720043394074, -93.29742533592291 44.99720043394074, -93.29742533592291 44.99944873485006, -93.30059866309155 44.99944873485006, -93.30059866309155 44.99720043394074))"
134,"POLYGON ((-93.30059866309155 44.99944873485006, -93.29742533592291 44.99944873485006, -93.29742533592291 45.00169703575937, -93.30059866309155 45.00169703575937, -93.30059866309155 44.99944873485006))"
135,"POLYGON ((-93.30059866309155 45.00169703575937, -93.29742533592291 45.00169703575937, -93.29742533592291 45.00394533666869, -93.30059866309155 45.00394533666869, -93.30059866309155 45.00169703575937))"
136,"POLYGON ((-93.30059866309155 45.00394533666869, -93.29742533592291 45.00394533666869, -93.29742533592291 45.006193637578, -93.30059866309155 45.006193637578, -93.30059866309155 45.00394533666869))"
137,"POLYGON ((-93.30059866309155 45.00844193848732, -93.29742533592291 45.00844193848732, -93.29742533592291 45.01069023939663, -93.30059866309155 45.01069023939663, -93.30059866309155 45.00844193848732))"
138,"POLYGON ((-93.30059866309155 45.01069023939663, -93.29742533592291 45.01069023939663, -93.29742533592291 45.01293854030595, -93.30059866309155 45.01293854030595, -93.30059866309155 45.01069023939663))"
139,"POLYGON ((-93.30059866309155 45.01293854030595, -93.29742533592291 45.01293854030595, -93.29742533592291 45.01518684121526, -93.30059866309155 45.01518684121526, -93.30059866309155 45.01293854030595))"
140,"POLYGON ((-93.30059866309155 45.01743514212458, -93.29742533592291 45.01743514212458, -93.29742533592291 45.01968344303389, -93.30059866309155 45.01968344303389, -93.30059866309155 45.01743514212458))"
141,"POLYGON ((-93.30059866309155 45.02193174394321, -93.29742533592291 45.02193174394321, -93.29742533592291 45.02418004485252, -93.30059866309155 45.02418004485252, -93.30059866309155 45.02193174394321))"
142,"POLYGON ((-93.29742533592291 44.92075820302403, -93.29425200875427 44.92075820302403, -93.29425200875427 44.92300650393334, -93.29742533592291 44.92300650393334, -93.29742533592291 44.92075820302403))"
143,"POLYGON ((-93.29742533592291 44.92750310575197, -93.29425200875427 44.92750310575197, -93.29425200875427 44.92975140666129, -93.29742533592291 44.92975140666129, -93.29742533592291 44.92750310575197))"
