,0
30,"POLYGON ((-94.59969998294233 39.04504236996945, -94.60114292621704 39.04504236996945, -94.60258586949175 39.04504236996945, -94.60402881276646 39.04504236996945, -94.60402881276646 39.04616652042411, -94.60402881276646 39.04729067087877, -94.60402881276646 39.04841482133342, -94.60402881276646 39.04953897178808, -94.60258586949175 39.04953897178808, -94.60114292621704 39.04953897178808, -94.59969998294233 39.04953897178808, -94.59825703966762 39.04953897178808, -94.59825703966762 39.04841482133342, -94.59825703966762 39.04729067087877, -94.59825703966762 39.04616652042411, -94.59825703966762 39.04504236996945, -94.59969998294233 39.04504236996945))"
31,"POLYGON ((-94.59969998294233 39.04953897178807, -94.60114292621704 39.04953897178807, -94.60258586949175 39.04953897178807, -94.60402881276646 39.04953897178807, -94.60402881276646 39.05066312224272, -94.60402881276646 39.05178727269738, -94.60402881276646 39.05291142315204, -94.60402881276646 39.0540355736067, -94.60258586949175 39.0540355736067, -94.60114292621704 39.0540355736067, -94.59969998294233 39.0540355736067, -94.59825703966762 39.0540355736067, -94.59825703966762 39.05291142315204, -94.59825703966762 39.05178727269738, -94.59825703966762 39.05066312224272, -94.59825703966762 39.04953897178807, -94.59969998294233 39.04953897178807))"
32,"POLYGON ((-94.59969998294233 39.05403557360668, -94.60114292621704 39.05403557360668, -94.60258586949175 39.05403557360668, -94.60402881276646 39.05403557360668, -94.60402881276646 39.05515972406134, -94.60402881276646 39.056283874516, -94.60402881276646 39.05740802497066, -94.60402881276646 39.05853217542531, -94.60258586949175 39.05853217542531, -94.60114292621704 39.05853217542531, -94.59969998294233 39.05853217542531, -94.59825703966762 39.05853217542531, -94.59825703966762 39.05740802497066, -94.59825703966762 39.056283874516, -94.59825703966762 39.05515972406134, -94.59825703966762 39.05403557360668, -94.59969998294233 39.05403557360668))"
33,"POLYGON ((-94.59969998294233 39.0585321754253, -94.60114292621704 39.0585321754253, -94.60258586949175 39.0585321754253, -94.60402881276646 39.0585321754253, -94.60402881276646 39.05965632587996, -94.60402881276646 39.06078047633461, -94.60402881276646 39.06190462678927, -94.60402881276646 39.06302877724393, -94.60258586949175 39.06302877724393, -94.60114292621704 39.06302877724393, -94.59969998294233 39.06302877724393, -94.59825703966762 39.06302877724393, -94.59825703966762 39.06190462678927, -94.59825703966762 39.06078047633461, -94.59825703966762 39.05965632587996, -94.59825703966762 39.0585321754253, -94.59969998294233 39.0585321754253))"
34,"POLYGON ((-94.59969998294233 39.06302877724391, -94.60114292621704 39.06302877724391, -94.60258586949175 39.06302877724391, -94.60402881276646 39.06302877724391, -94.60402881276646 39.06415292769857, -94.60402881276646 39.06527707815323, -94.60402881276646 39.06640122860789, -94.60402881276646 39.06752537906254, -94.60258586949175 39.06752537906254, -94.60114292621704 39.06752537906254, -94.59969998294233 39.06752537906254, -94.59825703966762 39.06752537906254, -94.59825703966762 39.06640122860789, -94.59825703966762 39.06527707815323, -94.59825703966762 39.06415292769857, -94.59825703966762 39.06302877724391, -94.59969998294233 39.06302877724391))"
35,"POLYGON ((-94.60258586949175 39.06752537906253, -94.60402881276646 39.06752537906253, -94.60402881276646 39.06864952951719, -94.60402881276646 39.06977367997185, -94.60402881276646 39.0708978304265, -94.60402881276646 39.07202198088116, -94.60258586949175 39.07202198088116, -94.60114292621704 39.07202198088116, -94.59969998294233 39.07202198088116, -94.59825703966762 39.07202198088116, -94.59825703966762 39.0708978304265, -94.59825703966762 39.06977367997185, -94.59825703966762 39.06864952951719, -94.59825703966762 39.06752537906253, -94.59969998294233 39.06752537906253, -94.60114292621704 39.06752537906253, -94.60258586949175 39.06752537906253))"
36,"POLYGON ((-94.59969998294233 39.07202198088115, -94.60114292621704 39.07202198088115, -94.60258586949175 39.07202198088115, -94.60402881276646 39.07202198088115, -94.60402881276646 39.0731461313358, -94.60402881276646 39.07427028179046, -94.60402881276646 39.07539443224512, -94.60402881276646 39.07651858269978, -94.60258586949175 39.07651858269978, -94.60114292621704 39.07651858269978, -94.59969998294233 39.07651858269978, -94.59825703966762 39.07651858269978, -94.59825703966762 39.07539443224512, -94.59825703966762 39.07427028179046, -94.59825703966762 39.0731461313358, -94.59825703966762 39.07202198088115, -94.59969998294233 39.07202198088115))"
37,"POLYGON ((-94.59969998294233 39.07651858269976, -94.60114292621704 39.07651858269976, -94.60258586949175 39.07651858269976, -94.60402881276646 39.07651858269976, -94.60402881276646 39.07764273315442, -94.60402881276646 39.07876688360908, -94.60402881276646 39.07989103406373, -94.60402881276646 39.08101518451839, -94.60258586949175 39.08101518451839, -94.60114292621704 39.08101518451839, -94.59969998294233 39.08101518451839, -94.59825703966762 39.08101518451839, -94.59825703966762 39.07989103406373, -94.59825703966762 39.07876688360908, -94.59825703966762 39.07764273315442, -94.59825703966762 39.07651858269976, -94.59969998294233 39.07651858269976))"
38,"POLYGON ((-94.59969998294233 39.08551178633699, -94.60114292621704 39.08551178633699, -94.60258586949175 39.08551178633699, -94.60402881276646 39.08551178633699, -94.60402881276646 39.08663593679165, -94.60402881276646 39.08776008724631, -94.60402881276646 39.08888423770097, -94.60402881276646 39.09000838815562, -94.60258586949175 39.09000838815562, -94.60114292621704 39.09000838815562, -94.59969998294233 39.09000838815562, -94.59825703966762 39.09000838815562, -94.59825703966762 39.08888423770097, -94.59825703966762 39.08776008724631, -94.59825703966762 39.08663593679165, -94.59825703966762 39.08551178633699, -94.59969998294233 39.08551178633699))"
39,"POLYGON ((-94.59969998294233 39.09000838815561, -94.60114292621704 39.09000838815561, -94.60258586949175 39.09000838815561, -94.60402881276646 39.09000838815561, -94.60402881276646 39.09113253861027, -94.60402881276646 39.09225668906493, -94.60402881276646 39.09338083951958, -94.60402881276646 39.09450498997424, -94.60258586949175 39.09450498997424, -94.60114292621704 39.09450498997424, -94.59969998294233 39.09450498997424, -94.59825703966762 39.09450498997424, -94.59825703966762 39.09338083951958, -94.59825703966762 39.09225668906493, -94.59825703966762 39.09113253861027, -94.59825703966762 39.09000838815561, -94.59969998294233 39.09000838815561))"
