,0
79,"POLYGON ((-94.57516994758895 39.05403557360668, -94.56651228795508 39.05403557360668, -94.56651228795508 39.06078047633461, -94.57516994758895 39.06078047633461, -94.57516994758895 39.05403557360668))"
80,"POLYGON ((-94.57516994758895 39.06078047633461, -94.56651228795508 39.06078047633461, -94.56651228795508 39.06752537906253, -94.57516994758895 39.06752537906253, -94.57516994758895 39.06078047633461))"
81,"POLYGON ((-94.57516994758895 39.06752537906253, -94.56651228795508 39.06752537906253, -94.56651228795508 39.07427028179045, -94.57516994758895 39.07427028179045, -94.57516994758895 39.06752537906253))"
82,"POLYGON ((-94.57516994758895 39.07427028179045, -94.56651228795508 39.07427028179045, -94.56651228795508 39.08101518451838, -94.57516994758895 39.08101518451838, -94.57516994758895 39.07427028179045))"
83,"POLYGON ((-94.57516994758895 39.08101518451838, -94.56651228795508 39.08101518451838, -94.56651228795508 39.0877600872463, -94.57516994758895 39.0877600872463, -94.57516994758895 39.08101518451838))"
84,"POLYGON ((-94.57516994758895 39.0877600872463, -94.56651228795508 39.0877600872463, -94.56651228795508 39.09450498997423, -94.57516994758895 39.09450498997423, -94.57516994758895 39.0877600872463))"
85,"POLYGON ((-94.57516994758895 39.09450498997423, -94.56651228795508 39.09450498997423, -94.56651228795508 39.10124989270215, -94.57516994758895 39.10124989270215, -94.57516994758895 39.09450498997423))"
86,"POLYGON ((-94.57516994758895 39.10124989270215, -94.56651228795508 39.10124989270215, -94.56651228795508 39.10799479543007, -94.57516994758895 39.10799479543007, -94.57516994758895 39.10124989270215))"
87,"POLYGON ((-94.57516994758895 39.10799479543007, -94.56651228795508 39.10799479543007, -94.56651228795508 39.114739698158, -94.57516994758895 39.114739698158, -94.57516994758895 39.10799479543007))"
88,"POLYGON ((-94.57516994758895 39.114739698158, -94.56651228795508 39.114739698158, -94.56651228795508 39.12148460088592, -94.57516994758895 39.12148460088592, -94.57516994758895 39.114739698158))"
89,"POLYGON ((-94.57516994758895 39.14171930906969, -94.56651228795508 39.14171930906969, -94.56651228795508 39.14846421179762, -94.57516994758895 39.14846421179762, -94.57516994758895 39.14171930906969))"
90,"POLYGON ((-94.56651228795508 39.00682125451122, -94.55785462832121 39.00682125451122, -94.55785462832121 39.01356615723914, -94.56651228795508 39.01356615723914, -94.56651228795508 39.00682125451122))"
