,0
24,"POLYGON ((-93.31011864467506 44.96797252211964, -93.30059866320794 44.96797252211964, -93.30059866320794 44.97471742484759, -93.31011864467506 44.97471742484759, -93.31011864467506 44.96797252211964))"
25,"POLYGON ((-93.31011864467506 44.97471742484759, -93.30059866320794 44.97471742484759, -93.30059866320794 44.98146232757554, -93.31011864467506 44.98146232757554, -93.31011864467506 44.97471742484759))"
26,"POLYGON ((-93.31011864467506 44.98146232757554, -93.30059866320794 44.98146232757554, -93.30059866320794 44.98820723030348, -93.31011864467506 44.98820723030348, -93.31011864467506 44.98146232757554))"
27,"POLYGON ((-93.31011864467506 44.98820723030348, -93.30059866320794 44.98820723030348, -93.30059866320794 44.99495213303143, -93.31011864467506 44.99495213303143, -93.31011864467506 44.98820723030348))"
28,"POLYGON ((-93.31011864467506 44.99495213303143, -93.30059866320794 44.99495213303143, -93.30059866320794 45.00169703575937, -93.31011864467506 45.00169703575937, -93.31011864467506 44.99495213303143))"
29,"POLYGON ((-93.31011864467506 45.00169703575937, -93.30059866320794 45.00169703575937, -93.30059866320794 45.00844193848732, -93.31011864467506 45.00844193848732, -93.31011864467506 45.00169703575937))"
30,"POLYGON ((-93.31011864467506 45.00844193848732, -93.30059866320794 45.00844193848732, -93.30059866320794 45.01518684121526, -93.31011864467506 45.01518684121526, -93.31011864467506 45.00844193848732))"
31,"POLYGON ((-93.31011864467506 45.01518684121526, -93.30059866320794 45.01518684121526, -93.30059866320794 45.02193174394321, -93.31011864467506 45.02193174394321, -93.31011864467506 45.01518684121526))"
32,"POLYGON ((-93.31011864467506 45.02193174394321, -93.30059866320794 45.02193174394321, -93.30059866320794 45.02867664667115, -93.31011864467506 45.02867664667115, -93.31011864467506 45.02193174394321))"
33,"POLYGON ((-93.31011864467506 45.02867664667115, -93.30059866320794 45.02867664667115, -93.30059866320794 45.0354215493991, -93.31011864467506 45.0354215493991, -93.31011864467506 45.02867664667115))"
34,"POLYGON ((-93.30059866320794 44.92075820302403, -93.29107868174081 44.92075820302403, -93.29107868174081 44.92750310575197, -93.30059866320794 44.92750310575197, -93.30059866320794 44.92075820302403))"
35,"POLYGON ((-93.30059866320794 44.92750310575197, -93.29107868174081 44.92750310575197, -93.29107868174081 44.93424800847992, -93.30059866320794 44.93424800847992, -93.30059866320794 44.92750310575197))"
36,"POLYGON ((-93.30059866320794 44.93424800847992, -93.29107868174081 44.93424800847992, -93.29107868174081 44.94099291120786, -93.30059866320794 44.94099291120786, -93.30059866320794 44.93424800847992))"
37,"POLYGON ((-93.30059866320794 44.94099291120786, -93.29107868174081 44.94099291120786, -93.29107868174081 44.94773781393581, -93.30059866320794 44.94773781393581, -93.30059866320794 44.94099291120786))"
38,"POLYGON ((-93.30059866320794 44.94773781393581, -93.29107868174081 44.94773781393581, -93.29107868174081 44.95448271666375, -93.30059866320794 44.95448271666375, -93.30059866320794 44.94773781393581))"
39,"POLYGON ((-93.30059866320794 44.95448271666375, -93.29107868174081 44.95448271666375, -93.29107868174081 44.9612276193917, -93.30059866320794 44.9612276193917, -93.30059866320794 44.95448271666375))"
40,"POLYGON ((-93.30059866320794 44.9612276193917, -93.29107868174081 44.9612276193917, -93.29107868174081 44.96797252211964, -93.30059866320794 44.96797252211964, -93.30059866320794 44.9612276193917))"
41,"POLYGON ((-93.30059866320794 44.96797252211964, -93.29107868174081 44.96797252211964, -93.29107868174081 44.97471742484759, -93.30059866320794 44.97471742484759, -93.30059866320794 44.96797252211964))"
42,"POLYGON ((-93.30059866320794 44.97471742484759, -93.29107868174081 44.97471742484759, -93.29107868174081 44.98146232757554, -93.30059866320794 44.98146232757554, -93.30059866320794 44.97471742484759))"
43,"POLYGON ((-93.30059866320794 44.98146232757554, -93.29107868174081 44.98146232757554, -93.29107868174081 44.98820723030348, -93.30059866320794 44.98820723030348, -93.30059866320794 44.98146232757554))"
44,"POLYGON ((-93.30059866320794 44.98820723030348, -93.29107868174081 44.98820723030348, -93.29107868174081 44.99495213303143, -93.30059866320794 44.99495213303143, -93.30059866320794 44.98820723030348))"
45,"POLYGON ((-93.30059866320794 44.99495213303143, -93.29107868174081 44.99495213303143, -93.29107868174081 45.00169703575937, -93.30059866320794 45.00169703575937, -93.30059866320794 44.99495213303143))"
46,"POLYGON ((-93.30059866320794 45.00169703575937, -93.29107868174081 45.00169703575937, -93.29107868174081 45.00844193848732, -93.30059866320794 45.00844193848732, -93.30059866320794 45.00169703575937))"
47,"POLYGON ((-93.30059866320794 45.00844193848732, -93.29107868174081 45.00844193848732, -93.29107868174081 45.01518684121526, -93.30059866320794 45.01518684121526, -93.30059866320794 45.00844193848732))"
48,"POLYGON ((-93.30059866320794 45.01518684121526, -93.29107868174081 45.01518684121526, -93.29107868174081 45.02193174394321, -93.30059866320794 45.02193174394321, -93.30059866320794 45.01518684121526))"
49,"POLYGON ((-93.30059866320794 45.02193174394321, -93.29107868174081 45.02193174394321, -93.29107868174081 45.02867664667115, -93.30059866320794 45.02867664667115, -93.30059866320794 45.02193174394321))"
50,"POLYGON ((-93.30059866320794 45.02867664667115, -93.29107868174081 45.02867664667115, -93.29107868174081 45.0354215493991, -93.30059866320794 45.0354215493991, -93.30059866320794 45.02867664667115))"
51,"POLYGON ((-93.30059866320794 45.0354215493991, -93.29107868174081 45.0354215493991, -93.29107868174081 45.04216645212704, -93.30059866320794 45.04216645212704, -93.30059866320794 45.0354215493991))"
52,"POLYGON ((-93.29107868174081 44.90726839756814, -93.28155870027369 44.90726839756814, -93.28155870027369 44.91401330029608, -93.29107868174081 44.91401330029608, -93.29107868174081 44.90726839756814))"
