,0
190,POINT (-93.23285961914843 44.97358137059334)
191,POINT (-93.2589268958094 44.9618172491952)
192,POINT (-93.29244665213594 44.95031898166102)
193,POINT (-93.24493814596815 44.98737450551365)
194,POINT (-93.28620689638385 44.94660492223975)
195,POINT (-93.27645144309713 44.9776106154298)
196,POINT (-93.2388973517279 44.98814946647555)
197,POINT (-93.22381908231739 44.97398321418105)
198,POINT (-93.25642572525655 44.97813004028986)
199,POINT (-93.2796336324584 44.95642909156629)
200,POINT (-93.27839929008076 44.98381459927565)
201,POINT (-93.27188308352565 44.98006470193895)
202,POINT (-93.23458358772915 44.9905777203121)
203,POINT (-93.29640678798415 44.94472595071225)
204,POINT (-93.26367152775207 44.97718884661415)
205,POINT (-93.23241982983926 44.94586157863725)
206,POINT (-93.27318983803232 44.97467960345064)
207,POINT (-93.2759548607105 44.95552673020235)
208,POINT (-93.261353500548 44.985790193033)
209,POINT (-93.30318793176728 44.98034318457585)
210,POINT (-93.2663805600336 44.9639500253586)
211,POINT (-93.27781609551475 44.9693805303736)
212,POINT (-93.2946738095479 44.9583441291538)
213,POINT (-93.27477800268204 44.98282829235405)
214,POINT (-93.28300279557919 44.98705184321095)
215,POINT (-93.25133201432395 44.98409927877865)
216,POINT (-93.29018486631813 44.98278112443369)
217,POINT (-93.22999373099954 44.98334170053555)
218,POINT (-93.247579595373 44.98519208250285)
219,POINT (-93.28810737107179 44.9474845831766)
220,POINT (-93.24163910905031 44.97267906621488)
221,POINT (-93.23923854403914 44.98765829863934)
222,POINT (-93.3242225337124 44.94502324097122)
223,POINT (-93.25312665504566 44.9889569686456)
224,POINT (-93.28936421897396 44.949202519286)
225,POINT (-93.23313765610277 44.95106564526572)
226,POINT (-93.2623068037195 44.97661214888706)
227,POINT (-93.22710636018969 44.97422104006275)
228,POINT (-93.28865867322865 44.95912438756185)
229,POINT (-93.32268662277491 44.94643151812886)
230,POINT (-93.2917932422872 44.9635642679583)
231,POINT (-93.29075077293575 44.9385978516182)
232,POINT (-93.26094629329408 44.97275012180266)
233,POINT (-93.2392371332529 44.9818750901785)
234,POINT (-93.28550352615777 44.95643179545135)
235,POINT (-93.27540209989088 44.97837080769301)
236,POINT (-93.28218484667821 44.94835456837285)
237,POINT (-93.23232783734075 44.97911150920421)
238,POINT (-93.28421281594319 44.95822036622511)
239,POINT (-93.25041772750609 44.9889109466731)
240,POINT (-93.2735163719564 44.9774395378682)
241,POINT (-93.2787426359139 44.95732160892629)
242,POINT (-93.2809376443095 44.98720806085505)
243,POINT (-93.25808974032171 44.96958300129055)
244,POINT (-93.25388585401498 44.97563392763635)
245,POINT (-93.26114844869701 44.98137830261929)
246,POINT (-93.25705116273221 44.98436669024635)
247,POINT (-93.2661174324578 44.97100922131645)
248,POINT (-93.23207847041576 44.97373741143964)
249,POINT (-93.24623340727129 44.95869134359322)
250,POINT (-93.2874353614489 44.95195349359194)
251,POINT (-93.28553518112942 44.9675995241753)
252,POINT (-93.26255126561891 44.96759656948219)
253,POINT (-93.26938737810764 44.98027232643103)
254,POINT (-93.24329040815745 44.96661311950101)
255,POINT (-93.22175893461375 44.972940377146)
256,POINT (-93.27275983446995 44.96574681799775)
257,POINT (-93.24046029658069 44.9627496266372)
258,POINT (-93.28802904919945 44.95823065705144)
259,POINT (-93.27793408628845 44.9448458815261)
260,POINT (-93.2791239495142 44.98927981096815)
261,POINT (-93.25883102589229 44.9515100999903)
262,POINT (-93.23707302930346 44.97826447606534)
263,POINT (-93.26912070516023 44.97950904110795)
264,POINT (-93.24365922175603 44.98363398472775)
265,POINT (-93.27007194034475 45.00146689727133)
266,POINT (-93.24982517303241 44.9834989656255)
267,POINT (-93.22869225975305 44.97307014707155)
268,POINT (-93.24486391430743 44.9691970444502)
269,POINT (-93.2703964692831 45.00065105950365)
270,POINT (-93.27354237736657 44.98855825598723)
271,POINT (-93.2545354842436 44.98809838822405)
272,POINT (-93.26041182942851 44.9777630778782)
273,POINT (-93.24119623002242 44.98653064811027)
274,POINT (-93.27237592883408 44.97563254454775)
275,POINT (-93.27972343381711 44.97503414851304)
276,POINT (-93.26851393672955 44.98200430688275)
277,POINT (-93.27414642048365 44.98653017043135)
278,POINT (-93.2284163437298 44.9459133135104)
279,POINT (-93.27713863097689 44.96981666887803)
280,POINT (-93.27781363104781 44.96580888871245)
281,POINT (-93.27644336367918 44.98647917030672)
282,POINT (-93.25244648114555 44.98519088821425)
283,POINT (-93.2785925778532 44.92143899058655)
